City,Address,Category,BuildingType,NewAlterationAddition,Valuation,PermitHolder,Issuance,County
Marion,309 7TH AVENUE,Commercial,Commercial,Alteration,80000,RON LANDER,16-May-16,Linn
Marion,3092 SHERWOOD DRIVE,Residential,Multi Family,New,360612,"ROBSON HOMES, INC. ()",27-Jan-16,Linn
Marion,3093 SHERWOOD DRIVE,Residential,Multi Family,New,309582,"ROBSON HOMES, INC. ()",1-Mar-16,Linn
Marion,3111 10TH STREET,Commercial,Commercial,Alteration,858000,LINN-MAR SCHOOLS - HIGH SCHOOL (),20-Apr-16,Linn
Marion,314 EASTVIEW AVENUE,Residential,Single Family,New,155330,FRAZIER HOMES LLC (),8-Jul-16,Linn
Marion,3202 7TH AVENUE,Commercial,Commercial,New,53300,GOODWILL (),21-Apr-16,Linn
Marion,326 EASTVIEW AVENUE,Residential,Single Family,New,174282,FRAZIER HOMES LLC (),19-May-16,Linn
Marion,3405 HEMINGWAY STREET,Residential,Single Family,New,110814,MORRIS/WOOD (),19-Jul-16,Linn
Marion,3410 NEWCASTLE ROAD,Residential,Single Family,Addition,159000,KARI & ADAM PALMER,21-Apr-16,Linn
Marion,3440 MONTGOMERY CIRCLE,Residential,Single Family,New,105704,TW HOMES (),13-Jan-16,Linn
Marion,3661 WHITMAN AVENUE,Residential,Single Family,New,97300,SIEBELS CONSTRUCTION INC (),6-Jun-16,Linn
Marion,3663 WHITMAN AVENUE,Residential,Single Family,New,97300,SIEBELS CONSTRUCTION INC (),6-Jun-16,Linn
Marion,3701 ENGLISH GLEN AVENUE,Residential,Multi Family,New,360612,"ROBSON HOMES, INC. ()",27-Jan-16,Linn
Marion,3800 ENGLISH GLEN AVENUE,Residential,Multi Family,New,360612,"ROBSON HOMES, INC. ()",27-Jan-16,Linn
Marion,3808 WHITMAN AVENUE,Residential,Single Family,New,100396,MORRIS/WOOD (),12-Apr-16,Linn
Marion,3811 WHITMAN AVENUE,Residential,Single Family,New,96864,MORRIS/WOOD (),22-Feb-16,Linn
Marion,3812 WHITMAN AVENUE,Residential,Single Family,New,99828,MORRIS/WOOD (),14-Jan-16,Linn
Marion,3813 WHITMAN AVENUE,Residential,Single Family,New,96864,MORRIS/WOOD (),22-Feb-16,Linn
Marion,3825 WHITMAN AVENUE,Residential,Single Family,New,94752,MORRIS/WOOD (),7-Apr-16,Linn
Marion,3827 WHITMAN AVENUE,Residential,Single Family,New,94752,MORRIS/WOOD (),7-Apr-16,Linn
Marion,3994 GEMSTONE ROAD,Residential,Multi Family,New,258736,MORRIS/WOOD (),25-Feb-16,Linn
Marion,4039 N 10TH STREET,Residential,Single Family,New,145868,GEORGE MAY,8-Jul-16,Linn
Marion,4090 PERIDOT DRIVE,Residential,Multi Family,New,215376,MORRIS/WOOD (),16-Mar-16,Linn
Marion,4102 GARNET CIRCLE,Residential,Multi Family,New,306722,MORRIS/WOOD (),27-Jun-16,Linn
Marion,4113 GARNET CIRCLE,Residential,Multi Family,New,283916,MORRIS/WOOD (),14-Mar-16,Linn
Marion,4115 WINSLOW ROAD,Residential,Single Family,New,144272,JIM MOLLEHNAUER,11-Feb-16,Linn
Marion,4142 GARNET CIRCLE,Residential,Multi Family,New,234298,MORRIS/WOOD (),27-Jun-16,Linn
Marion,"4150 3RD AVENUE, #1",Commercial,Commercial,New,524958,"KTRO, LLC (CHAD PELLEY)",21-Apr-16,Linn
Marion,"4150 3RD AVENUE, #2",Commercial,Commercial,New,524958,"KTRO, LLC (CHAD PELLEY)",21-Apr-16,Linn
Marion,"4150 3RD AVENUE, #3",Commercial,Commercial,New,524958,"KTRO, LLC (CHAD PELLEY)",21-Apr-16,Linn
Marion,4150 GARNET CIRCLE,Residential,Multi Family,New,209778,MORRIS/WOOD (),21-Jul-16,Linn
Marion,4162 GARNET CIRCLE,Residential,Multi Family,New,226368,MORRIS/WOOD (),4-Apr-16,Linn
Marion,4193 GARNET CIRCLE,Residential,Multi Family,New,346588,MORRIS/WOOD (),17-Mar-16,Linn
Marion,4235 FLAGSTICK DRIVE,Residential,Single Family,New,151022,K & A HOMES LLP (),11-Jul-16,Linn
Marion,4281 3RD AVENUE,Commercial,Commercial,Alteration,90000,KLINGLER - SPEC/RENTAL (),17-Feb-16,Linn
Marion,429 WEST WILLIAMS DRIVE,Residential,Single Family,New,102912,LEGACY HOMES OF EASTERN IOWA LLC (),29-Mar-16,Linn
Marion,430 OAK PARK CIRCLE,Residential,Single Family,New,106040,FRAZIER HOMES LLC (),22-Mar-16,Linn
Marion,4389 CHURCHILL DRIVE,Residential,Single Family,New,126304,BEN HEATH CONSTRUCTION (),2-Jun-16,Linn
Marion,4400 HASTINGS DRIVE,Residential,Multi Family,New,352072,ABODE CONSTRUCTION (),9-May-16,Linn
Marion,4461 QUAIL TRAIL DRIVE,Residential,Multi Family,New,338460,ABODE CONSTRUCTION (),13-Jul-16,Linn
Marion,450 OAK PARK CIRCLE,Residential,Single Family,New,132824,DAN MEYER,28-Mar-16,Linn
Marion,480 7TH AVENUE,Commercial,Commercial,Alteration,105000,SMOKIN JOES (JIM OLDHAM),13-Apr-16,Linn
Marion,4901 ALBURNETT ROAD,Commercial,Commercial,Alteration,490000,OAK RIDGE SCHOOL (LINN MAR SCHOOL) (),20-Apr-16,Linn
Marion,4970 LAKESIDE RD,Commercial,Commercial,Alteration,80000,MC LEOD CLARK E & MARY E,18-Mar-16,Linn
Marion,501 EASTVIEW AVENUE,Residential,Single Family,New,140344,INTEGRITY CUSTOM HOMES INC (),29-Jun-16,Linn
Marion,5021 PRAIRIE TRAIL,Residential,Single Family,New,103908,MIDWEST DEVELOPMENT CO. (),14-Apr-16,Linn
Marion,5037 PRAIRIE TRAIL,Residential,Single Family,New,102852,MIDWEST DEVELOPMENT CO. (),1-Apr-16,Linn
Marion,5045 PRAIRIE TRAIL,Residential,Single Family,New,105612,MIDWEST DEVELOPMENT CO. (),31-Mar-16,Linn
Marion,5067 ELDERTON DRIVE,Residential,Single Family,New,144160,DAHL CUSTOM HOMES (),2-May-16,Linn
Marion,5099 ELDERTON DRIVE,Residential,Single Family,New,179105,"ALLTRANS RE, LLC ()",2-May-16,Linn
Marion,5270 TRIPLE CROWN DRIVE,Residential,Single Family,Addition,70000,JEREMY & JENNIFER JOHNSON,20-Jun-16,Linn
Marion,5310 STERLING HEIGHTS DR,Residential,Single Family,Addition,75000,KEVIN SCHNEIDER,11-Mar-16,Linn
Marion,5410 TRIPLE CROWN DRIVE,Residential,Single Family,New,127530,RYAN SUNDERMAN,11-May-16,Linn
Marion,5605 BUSINESS LANE,Commercial,Commercial,New,144791,BURGER HOMES & DEVELOPMENT INC. (),28-Jun-16,Linn
Marion,5606 BUSINESS LANE,Commercial,Commercial,New,144791,BURGER HOMES & DEVELOPMENT INC. (),28-Jun-16,Linn
Marion,565 EASTVIEW AVENUE,Residential,Single Family,New,149470,JW HOME BUILDERS (),1-Apr-16,Linn
Marion,570 44TH STREET,Commercial,Commercial,New,434271,GARY MOOSE,4-Jan-16,Linn
Marion,5702 SMITHLAND DRIVE,Residential,Single Family,New,105230,PRESTIGE HOMES INCORPORATED (),29-Jun-16,Linn
Marion,584 7TH AVENUE,Commercial,Commercial,New,215558,REIF OIL COMPANY (),25-Apr-16,Linn
Marion,5940 STAGS LEAP LANE,Residential,Single Family,New,111068,HUNTERS RIDGE (),15-Jun-16,Linn
Marion,597 EASTVIEW AVENUE,Residential,Single Family,New,126740,JW HOME BUILDERS (),7-Apr-16,Linn
Marion,5975 STAGS LEAP LANE,Residential,Single Family,New,126328,MARTIN COMBS CUSTOM HOMES (),15-Jun-16,Linn
Marion,629 EASTVIEW AVENUE,Residential,Single Family,New,135876,JW HOME BUILDERS (),1-Apr-16,Linn
Marion,631 9TH STREET,Commercial,Commercial,Alteration,120000,APEX INVESTMENTS - ANOTHER ROAD BAR/REST (),16-Feb-16,Linn
Marion,660 10TH STREET,Commercial,Commercial,Alteration,80944,WEBER PAINTS,7-Mar-16,Linn
Marion,675 BLAIRS FERRY ROAD,Commercial,Commercial,Alteration,75000,"WARRIOR ENTERPRISES, LLC (PAT MCGRATH)",11-May-16,Linn
Marion,680 OAK PARK CIRCLE,Residential,Single Family,New,131102,BRANDON SCHROEDER,9-Mar-16,Linn
Marion,699 OAK PARK CIRCLE,Residential,Single Family,New,118470,ACADEMY HOMES & REMODELING INC (),3-Mar-16,Linn
Marion,713 OAK PARK CIRCLE,Residential,Single Family,New,122852,ACADEMY HOMES & REMODELING INC (),3-Mar-16,Linn
Marion,770 ARCHER DRIVE,Residential,Single Family,New,103716,SKOGMAN HOMES (),25-Feb-16,Linn
Marion,781 OAK PARK CIRCLE,Residential,Single Family,New,114495,FRAZIER HOMES LLC (),15-Apr-16,Linn
Marion,797 BOWHUNTER DRIVE,Residential,Single Family,New,116994,MIDWEST DEVELOPMENT CO. (),18-May-16,Linn
Marion,874 PRESCOTT LANE,Residential,Single Family,New,182266,BURGER HOMES & DEVELOPMENT INC. (),31-Mar-16,Linn
Marion,884 ARCHER DRIVE,Residential,Single Family,New,163222,SKOGMAN HOMES (),8-Apr-16,Linn
Marion,895 WAVELAND COURT,Residential,Single Family,New,113528,RRT CUSTOM HOMES LLC (),21-Apr-16,Linn
Marion,896 ARCHER DRIVE,Residential,Single Family,New,126224,MIDWEST DEVELOPMENT CO. (),8-Mar-16,Linn
Marion,"905 29TH AVENUE, 120",Commercial,Commercial,Alteration,70000,STRIP MALL (BRUCE MARSH),21-Jun-16,Linn
Marion,"905 29TH AVENUE, 130",Commercial,Commercial,Alteration,70000,STRIP MALL (BRUCE MARSH),21-Jun-16,Linn
Marion,908 ARCHER DRIVE,Residential,Single Family,New,121134,MIDWEST DEVELOPMENT CO. (),14-Apr-16,Linn
Marion,924 ARCHER DRIVE,Residential,Single Family,New,127892,SKOGMAN HOMES (),25-Feb-16,Linn
North Liberty,520 N MADISON AVE,Residential,Multi Family,New,3978720,PRIME VENTURES CONSTRUCTION,1-Jul-16,Johnson
North Liberty,2910 STONER CT,Commercial,Commercial,New,1800346,CK SQUARED CONSTRUCTION-MARCUS HENNING,12-Jul-16,Johnson
North Liberty,1350 KENNEL CT,Commercial,Commercial,New,1215000,CHAD FREEMAN,15-Jun-16,Johnson
North Liberty,2692 TERESITA CT NE,Residential,Single Family,New,641000,STEBRAL CONSTRUCTION,21-Jan-16,Johnson
North Liberty,840 GROUSE LANE,Residential,Single Family,New,504000,ROCCA CUSTOM HOMES LLC,7-Mar-16,Johnson
North Liberty,1885 CYPRESS RIDGE,Residential,Single Family,New,475000,CHAD A. SMITH,19-Feb-16,Johnson
North Liberty,420 COMMUNITY DR,Commercial,Commercial,Alteration,405000,NORTH LIBERTY  MEDICAL PROPERTIES,2-Mar-16,Johnson
North Liberty,310 WHITMAN AVE,Residential,Single Family,New,400000,SCALLON CUSTOM HOMES LLC,20-Jun-16,Johnson
North Liberty,1798 WENROSE DR NE,Residential,Single Family,New,390000,HOCHSTEDLER BUILDING AND DEVELOPMENT,18-May-16,Johnson
North Liberty,355 WHITMAN AVE,Residential,Single Family,New,376680,ARLINGTON DEVELOPMENT,8-Jun-16,Johnson
North Liberty,1010 OLIVE CT,Residential,Single Family,New,331000,DAN BULLARD,1-Jul-16,Johnson
North Liberty,345 WHITMAN AVE,Residential,Single Family,New,323480,ARLINGTON DEVELOPMENT,18-May-16,Johnson
North Liberty,400 N. JUNIPER ST.,Residential,Single Family,New,305000,K & A HOMES LLP  ,29-Mar-16,Johnson
North Liberty,1847 WENROSE DR NE,Residential,Single Family,New,300000,JW HOME BUILDERS,16-Jun-16,Johnson
North Liberty,890 GROUSE LANE,Residential,Single Family,New,300000,SCALLON CUSTOM HOMES LLC,2-May-16,Johnson
North Liberty,1030 GROUSE CT,Residential,Single Family,New,300000,JW HOME BUILDERS,29-Jul-16,Johnson
North Liberty,405 CANTERBURY ST,Residential,Single Family,New,295000,ARLINGTON DEVELOPMENT INC,8-Jul-16,Johnson
North Liberty,850 FRANKLIN ST,Residential,Single Family,New,290110,WATTS GROUP,10-Mar-16,Johnson
North Liberty,975 GROUSE CT,Residential,Single Family,New,290000,SCALLON CUSTOM HOMES LLC,1-Mar-16,Johnson
North Liberty,1305 HANCOCK ST,Residential,Single Family,New,289950,WATTS GROUP,9-Mar-16,Johnson
North Liberty,970 OLIVE CT,Residential,Single Family,New,285000,CBC HOMES INC,21-Apr-16,Johnson
North Liberty,980 OLIVE CT,Residential,Single Family,New,285000,CBC HOMES INC,21-Apr-16,Johnson
North Liberty,995 PHEASANT LANE,Residential,Single Family,New,285000,MIDWEST DEVELOPMENT CO - SKOGMAN HOMES,19-May-16,Johnson
North Liberty,995 PHEASANT LANE,Residential,Single Family,New,285000,MIDWEST DEVELOPMENT CO - SKOGMAN HOMES,1-Jul-16,Johnson
North Liberty,400 WHITMAN AVE,Residential,Single Family,New,283000,HOCHSTEDLER BUILDING AND DEVELOPMENT,12-Apr-16,Johnson
North Liberty,840 FRANKLIN ST,Residential,Single Family,New,279300,PRIME VENTURES CONSTRUCTION,30-Jun-16,Johnson
North Liberty,635 HEMINGWAY DR,Residential,Single Family,New,278206,HOCHSTEDLER BUILDING AND DEVELOPMENT,18-Feb-16,Johnson
North Liberty,955 OLIVE CT,Residential,Single Family,New,272000,BOK STORAGE - CHRIS SUCHOMEL,14-Jun-16,Johnson
North Liberty,860 FRANKLIN ST,Residential,Single Family,New,270000,DREAM BUILDERS LLC,15-Apr-16,Johnson
North Liberty,1845 STONE CREEK CIR,Residential,Single Family,New,268000,ADVANTAGE CUSTOM BUILDERS,6-May-16,Johnson
North Liberty,1850 STONE CREEK CIR,Residential,Single Family,New,265025,SHARP INVESTMENT PROPERTIES,26-Apr-16,Johnson
North Liberty,1960 ROBIN DR,Residential,Single Family,New,261300,SHELBY BUILDERS LLC,8-Mar-16,Johnson
North Liberty,240 N. JUNIPER ST.,Residential,Single Family,New,260846,HODGE CARPENTRY CUSTOM HOMES LLC,5-Jan-16,Johnson
North Liberty,1025 OLIVE CT,Residential,Single Family,New,260000,MICHAEL GERICKE,15-Jun-16,Johnson
North Liberty,1860 STONE CREEK CIR,Residential,Single Family,New,260000,DOUGLAS LEE CONSTRUCTION,3-May-16,Johnson
North Liberty,2045 STONE CREEK CIR,Residential,Single Family,New,260000,DIAMOND CUSTOM BUILDERS,8-Apr-16,Johnson
North Liberty,200 AUTUMN CT,Residential,Single Family,New,254750,SHELBY BUILDERS LLC,22-Mar-16,Johnson
North Liberty,1930 ROBIN DR,Residential,Single Family,New,252405,SHELBY BUILDERS,19-May-16,Johnson
North Liberty,1940 ROBIN DR,Residential,Single Family,New,252400,SHELBY BUILDERS  ,17-May-16,Johnson
North Liberty,965 OLIVE CT,Residential,Single Family,New,251000,BOK STORAGE - CHRIS SUCHOMEL,14-Jun-16,Johnson
North Liberty,570 PENN CT,Commercial,Commercial,New,250000,QUALITY CARE STORAGE,15-Mar-16,Johnson
North Liberty,940 PHEASANT LANE,Residential,Single Family,New,250000,MIKE ROBERTS CONSTRUCTION,6-Apr-16,Johnson
North Liberty,1035 GROUSE CT,Residential,Single Family,New,250000,NORTH LIBERTY ASPEN RIDGE LLC,14-Jul-16,Johnson
North Liberty,645 PENN RIDGE DR,Residential,Single Family,New,243000,CHAD DIGMANN,2-May-16,Johnson
North Liberty,205 AUTUMN CT,Residential,Single Family,New,242000,SHELBY BUILDERS LLC,12-Apr-16,Johnson
North Liberty,2065 STONE CREEK CIR,Residential,Single Family,New,240000,DAHNOVAN BUILDER LLC,5-Apr-16,Johnson
North Liberty,2907 TWINMILL DR NE,Residential,Single Family,New,240000,HOCHSTEDLER BUILDING AND DEVELOPMENT,6-Jul-16,Johnson
North Liberty,1965 TIMBER WOLF DR,Residential,Single Family,New,240000,DREAM BUILDERS OF IOWA LLC (),20-Jul-16,Johnson
North Liberty,370 N. JUPITER ST,Residential,Single Family,New,234000,K & A HOMES,26-May-16,Johnson
North Liberty,1912 LOCUST DR NE,Residential,Single Family,New,230000,ERIC DETHMANN,27-May-16,Johnson
North Liberty,320 WHITMAN AVE,Residential,Single Family,New,230000,BLAKE & MELISSA FONTANINI,20-May-16,Johnson
North Liberty,665 FISHER TRAIL,Residential,Single Family,New,230000,ANC PROPERTY,8-Apr-16,Johnson
North Liberty,390 WHITMAN AVE,Residential,Single Family,New,223000,HOCHSTEDLER BUILDING AND DEVELOPMENT,2-May-16,Johnson
North Liberty,1015 OLIVE CT,Residential,Single Family,New,205700,WALKER EVANS,20-Apr-16,Johnson
North Liberty,575 CAMERON WAY,Commercial,Commercial,Alteration,200000,MAININGREDIENT - JOHN BURCHERT,19-Jul-16,Johnson
North Liberty,885 GROUSE LANE,Residential,Single Family,New,192890,H & H HOMEBUILDERS,14-Apr-16,Johnson
North Liberty,520 N MADISON AVE,Commercial,Commercial,New,192000,PRIME VENTURES CONSTRUCTION,13-Jul-16,Johnson
North Liberty,790 CHUKAR CIR,Residential,Single Family,New,175000,PLATINUM CUSTOM HOMES,27-Jul-16,Johnson
North Liberty,865 FRANKLIN ST,Residential,Single Family,New,170197,SHARP INVESTMENT PROPERTIES,26-Apr-16,Johnson
North Liberty,1020 GROUSE CT,Residential,Single Family,New,165975,DREAM BUILDERS LLC,18-Apr-16,Johnson
North Liberty,950 GROUSE CT,Residential,Single Family,New,162750,NORTH LIBERTY ASPEN RIDGE LLC,17-May-16,Johnson
North Liberty,1950 ROBIN DR,Residential,Single Family,New,160635,SHELBY BUILDERS LLC,8-Mar-16,Johnson
North Liberty,300 SUNSET PL,Residential,Single Family,New,158000,ADVANTAGE CUSTOM BUILDERS,14-Mar-16,Johnson
North Liberty,302 SUNSET PL,Residential,Single Family,New,158000,ADVANTAGE CUSTOM BUILDERS,14-Mar-16,Johnson
North Liberty,305 SUNSET PL,Residential,Single Family,New,158000,ADVANTAGE CUSTOM BUILDERS,16-Mar-16,Johnson
North Liberty,307 SUNSET PL,Residential,Single Family,New,158000,ADVANTAGE CUSTOM BUILDERS,16-Mar-16,Johnson
North Liberty,310 SUNSET PL,Residential,Single Family,New,151000,ADVANTAGE CUSTOM BUILDERS,18-Feb-16,Johnson
North Liberty,312 SUNSET PL,Residential,Single Family,New,151000,ADVANTAGE CUSTOM BUILDERS,18-Feb-16,Johnson
North Liberty,1880 TIMBER WOLF DR,Residential,Single Family,New,149770,H & H HOMEBUILDERS,18-Jul-16,Johnson
North Liberty,1300 HANCOCK ST,Residential,Single Family,New,140000,"ROBSON HOMES, INC.  ",16-May-16,Johnson
North Liberty,1310 HANCOCK ST,Residential,Single Family,New,140000,"ROBSON HOMES, INC.  ",17-May-16,Johnson
North Liberty,1316 HANCOCK ST,Residential,Single Family,New,140000,"ROBSON HOMES, INC.  ",16-May-16,Johnson
North Liberty,805 FRANKLIN ST,Residential,Single Family,New,140000,"ROBSON HOMES, INC.  ",18-May-16,Johnson
Oxford,111 N. AUGUSTA AVE.,Residential,Single Family,Alteration,60000,ZACK HELLBERG,22-Mar-16,Johnson
Oxford,1662 IWV RD SW,Residential,Single Family,Alteration,300000,MCCREEDY RUTH CONSTRUCTION LLC,5-Apr-16,Johnson
Oxford,1668 250TH ST NW,Residential,Single Family,New,170000,JAMES WALTERS,29-Jun-16,Johnson
Oxford,215 S. HIGH AVE.,Residential,Single Family,Alteration,107000,PHIL MARSHALL CONSTRUCTION,10-Feb-16,Johnson
Palo,2031 LINN BENTON RD,Residential,Single Family,Addition,59478,JERRY D AKERS,13-Jun-16,Linn
Palo,2306 ROSS RD,Residential,Single Family,New,127602,BRADLEY SCOTT L,18-Apr-16,Linn
Palo,2705 HOLLENBECK RD,Commercial,Commercial,Alteration,75000,BUELOW MAE M,11-Mar-16,Linn
Palo,2784 RIDGEVIEW DR,Residential,Single Family,New,79382,ABEL INVESTMENTS INC,18-Apr-16,Linn
Palo,2786 RIDGEVIEW DR,Residential,Single Family,New,80064,RALSTON-LARSON DEVELOPMENT,8-Apr-16,Linn
Palo,2788 RIDGEVIEW DR,Residential,Single Family,New,70068,RALSTON-LARSON DEVELOPMENT,8-Apr-16,Linn
Palo,2790 CREEKVIEW TRAIL,Residential,Single Family,New,56048,RALSTON-LARSON DEVELOPMENT,3-Jun-16,Linn
Palo,2791 CREEKVIEW TRL,Residential,Single Family,New,108456,Ralston-Larson Development,4-Jan-16,Linn
Palo,2793 CREEKVIEW TRL,Residential,Single Family,New,68346,RALSTON-LARSON DEVELOPMENT,18-Apr-16,Linn
Palo,2794 CREEKVIEW TRL,Residential,Single Family,New,93857,DE MEULENAERE CHARLES J ,8-Apr-16,Linn
Palo,4580 MEADOW CREEK DR,Residential,Single Family,New,90516,WILLIAMS AMBER E,21-Apr-16,Linn
Palo,4582 MEADOW CREEK DR,Residential,Single Family,New,72078,SCOTT A JOHNSON,3-Jun-16,Linn
Palo,4582 WILLOW ST,Residential,Single Family,New,71376,RALSTON - LARSON DEVELOPMENT,8-Jul-16,Linn
Palo,4593 MEADOW CREEK DR,Residential,Single Family,New,79986,PRECISION BUILDERS,17-Jun-16,Linn
Palo,4598 CREEKVIEW TRL,Residential,Single Family,New,55320,RALSTON LARSON DEVELOPMENT,4-Mar-16,Linn
Palo,4608 CREEKVIEW TRL,Residential,Single Family,New,74644,RALSTON-LARSON DEVELOPMENT,18-Apr-16,Linn
Solon,1262 HICKORY LANE NE,Residential,Single Family,New,370000,STEVE SWEENEY CONSTRUCTION,26-Feb-16,Johnson
Solon,1551 PALMER CT NE,Residential,Single Family,New,275000,SKOGMAN HOMES,29-Jun-16,Johnson
Solon,1558 BRAMBLEWOOD DR,Residential,Single Family,New,250000,ABEL INVESTMENTS INC,24-Mar-16,Johnson
Solon,1559 PALMER CT NE,Residential,Single Family,New,290000,SKOGMAN HOMES,24-Jun-16,Johnson
Solon,1591 HAWK CT NE,Residential,Single Family,New,375000,LEGACY GREEN BUILDERS,25-Feb-16,Johnson
Solon,2225 SUGAR BOTTOM RD NE,Residential,Single Family,New,350000,GARY WERLE,11-Feb-16,Johnson
Solon,2340 JORDAN CREEK RD NE,Residential,Single Family,Addition,100000,CODY KELLEY,23-Jun-16,Johnson
Solon,2577 ANCHORAGE RD NE,Residential,Single Family,Alteration,185000,STEBRAL CONSTRUCTION,29-Jun-16,Johnson
Solon,3092 SANDY BEACH RD NE,Residential,Single Family,New,255000,MICHELLE CHRISTENSEN,4-May-16,Johnson
Solon,3940 HENDRICKS LANE NE,Residential,Single Family,New,270000,SKOGMAN HOMES  ,13-May-16,Johnson
Solon,3950 JOCELYN CT NE,Residential,Single Family,New,342000,DAHL CUSTOM HOMES,26-Feb-16,Johnson
Solon,3952 HENDRICKS LANE NE,Residential,Single Family,New,280000,BOB EUBANKS,18-Apr-16,Johnson
Solon,3956 HENDRICKS LANE NE,Residential,Single Family,New,440000,MIKE ELIJAH,8-Mar-16,Johnson
Solon,3960 MACBRIDE PL NE,Residential,Single Family,New,500000,LEGACY GREEN BUILDERS,24-Jun-16,Johnson
Solon,4122 DEACON LANE NE,Residential,Single Family,New,662000,STEBRAL CONSTRUCTION,30-Mar-16,Johnson
Solon,4132 DEACON LANE NE,Residential,Single Family,New,550000,REMPEL CONSTRUCTION,24-Mar-16,Johnson
Solon,5436 210TH ST NE,Residential,Single Family,Addition,72000,TRACY HANSEN CONSTRUCTION,15-Apr-16,Johnson
Springville,3195 SCHOOL ST,Residential,Single Family,Alteration,79200,CURTIS K HOLLAND,7-Jun-16,Linn
Springville,962 HODGIN RD,Residential,Single Family,Addition,56380,NORTHWAY KEVIN J,18-Apr-16,Linn
Swisher,120 ALAN AVE,Residential,Multi Family,New,390000,SWISHERVIEW DEVELOPMENT,27-May-16,Johnson
Swisher,1348 HIGHWAY 965 NW,Residential,Single Family,Addition,60000,JEFF MCALLISTER,2-Jun-16,Johnson
Swisher,1374 SPRING RIDGE CT NE,Residential,Single Family,Addition,65000,JOHN BERNS,29-Jun-16,Johnson
Swisher,1376 SPENCER CT NE,Residential,Single Family,New,495000,CASEY JOHANNES CONSTRUCTION,4-Apr-16,Johnson
Swisher,1416 DEER WOODS DR NE,Residential,Single Family,Addition,65000,SCOTT MEYTHALER,6-Apr-16,Johnson
Swisher,1548 COU FALLS RD NW,Residential,Single Family,New,420000,GROLMUS CONSTRUCTION,24-Mar-16,Johnson
Swisher,2640 HUNTER CT NW,Residential,Single Family,New,300000,CASEY JOHANNES CONSTRUCTION,16-Jun-16,Johnson
Swisher,2927 BLUE RIDGE CT NE,Residential,Single Family,New,285000,KENNY JONES,23-Jun-16,Johnson
Swisher,2992 SPRING VALLEY CT,Residential,Single Family,New,300000,CASEY JOHANNES CONSTRUCTION,23-Jun-16,Johnson
Swisher,520 JEFFERSON AVE SW,Residential,Single Family,New,308000,MARK IRONSIDE,15-Apr-16,Johnson
Tiffin,2277 250TH ST NW,Residential,Single Family,Alteration,200000,JAMES OLSON,14-Apr-16,Johnson
Tiffin,3181 HALF MOON AVE NW,Residential,Single Family,New,407000,JOHN STEBRAL,12-Apr-16,Johnson
Toddville,11311 HORSESHOE LAKE RD,Residential,Single Family,New,55488,DALE L PETERSON,13-Jun-16,Linn
Toddville,3593 CARR RD,Residential,Single Family,New,105000,DA-T LLC,23-Jun-16,Linn
Walker,4310 WILEYS RD,Residential,Single Family,New,120526,WINN JARED,17-Mar-16,Linn
Walker,5497 ALICE RD,Residential,Single Family,New,101548,GOLWITZER APRIL E,13-Jul-16,Linn
Walker,5551 HITAGA RD,Residential,Single Family,New,60346,THE RIVERS EDGE PROPERTY LLC,26-Apr-16,Linn
Walker,5758 N CENTER POINT RD,Commercial,Commercial,Alteration,120000,SCHADE STEVEN H,8-Mar-16,Linn
Wellman,1036 540TH ST SW,Residential,Single Family,Addition,80500,DEREK GORDINIER,2-May-16,Johnson
North Liberty,825 FRANKLIN ST,Residential,Single Family,New,140000,"ROBSON HOMES, INC.  ",18-May-16,Johnson
Iowa City,946 SPRING RIDGE DR SE,Residential,Single Family,New,62518,KATHY SHELMAN,18-Jul-16,Johnson
Solon,4629 TIMBERLAND CT NE,Residential,Single Family,New,750000,MATT BOILEAU,29-Jul-16,Johnson
Swisher,151 ALAN AVE,Residential,Multi Family,New,420000,SWISHERVIEW DEVELOPMENT,21-Jul-16,Johnson
Kalona,2206 540TH ST SW,Commercial,Commercial,New,200000,KALONA CREAMERY LLC,21-Jul-16,Johnson
Kalona,1912 520TH ST SW,Commercial,Commercial,Addition,1000000,FARMERS PLUS,18-Jul-16,Johnson
North Liberty,855 PRAIRIE ST,Residential,Single Family,New,140000,"ROBSON HOMES, INC.  ",2-May-16,Johnson
Iowa City,4187 WESTCOTT DR NE,Residential,Single Family,Addition,307000,BOYD CROSBY CONSTRUCTION,21-Jul-16,Johnson
Iowa City,10 SPRING VALLEY DR,Residential,Single Family,Alteration,50000,MARTIN CONSTRUCTION,29-Jul-16,Johnson
Iowa City,2988 OLIVER LANE NE,Residential,Single Family,Alteration,115000,GARY FRAKES CONSTRUCTION,14-Jul-16,Johnson
Swisher,1522 RIDGE TOP DR NE,Residential,Single Family,Addition,200000,TD BUILDERS,19-Jul-16,Johnson
Swisher,1505 RIDGE TOP DR NE,Residential,Single Family,Alteration,65000,RAMLER CONSTRUCTION,29-Jul-16,Johnson
Iowa City,731 S. RIVERSIDE DR,Commercial,Commercial,Addition,517126,GARY BROSHIUS,1-Jul-16,Johnson
Iowa City,4761 DRYDEN CT,Residential,Single Family,New,100000,GLENN WEIMER,1-Jul-16,Johnson
Iowa City,229 S DUBUQUE ST,Commercial,Commercial,Alteration,478000,MARK JOHNSON (ZOMBIE BURGER),1-Jul-16,Johnson
Iowa City,26 S CLINTON ST,Commercial,Commercial,Alteration,150000,"J. BRYAN RUYLE (RESTAURANT, COFFEE SHOP)",1-Jul-16,Johnson
